chr	start	end	motif1.distancePeakMax	motif1.score	motif2.distancePeakMax	motif2.score
chr18	51795272	51796272	343	80.6	132	78.5
chr22	24255846	24256846	-32	84.1	-164	82.2
chr5	43557346	43558346	6	90.9	359	76.9
chr5	75699506	75700506	159	81.2	-48	80.6
chr3	184031791	184032791	479	75.0	-20	74.8
chr3	193816727	193817727	-18	92.6	232	87.1
chr2	9307508	9308508	21	91.2	-208	82.9
chr2	9898429	9899429	-19	93.6	154	86.3
chr2	68996651	68997651	61	92.7	-352	75.5
chr2	92307571	92308571	-101	83.7	-236	76.1
chr2	109824275	109825275	26	91.6	-440	83.6
chr2	171996055	171997055	-26	84.6	168	83.6
chr2	176632322	176633322	67	97.1	456	81.6
chr1	32226617	32227617	111	80.0	140	78.1
chr9	5628277	5629277	-81	87.0	-315	79.9
chr9	5849546	5850546	-20	89.7	-491	82.1
chr8	56931433	56932433	-189	88.0	-395	83.3
chr15	75335060	75336060	-174	78.4	459	78.1
chr4	48342690	48343690	-292	84.5	-335	83.9
chr3	46950763	46951763	-46	82.3	-100	80.6
chr10	5936507	5937507	20	85.7	486	85.3
chr14	58893867	58894867	-23	84.8	-426	81.9
chr20	42839158	42840158	-225	81.5	1	80.1
chr7	138528336	138529336	34	93.7	298	80.4
chr5	102593925	102594925	388	78.3	-84	77.1
chr2	178937008	178938008	191	86.6	-163	81.0
chr1	22108319	22109319	-241	80.6	22	80.5
chr1	54929924	54930924	282	83.1	176	78.7
chr1	211895517	211896517	7	81.4	472	80.9
chr9	130979716	130980716	19	90.7	-15	81.7
chrX	19818655	19819655	99	90.9	58	85.5
chrX	37522524	37523524	9	93.2	280	84.2
chrX	51639502	51640502	46	97.8	-5	93.6
chrX	89776571	89777571	-45	90.7	-7	90.2
chrX	97452656	97453656	-90	94.8	-2	94.7
chrX	100330832	100331832	101	95.8	262	81.8
chr13	27857728	27858728	10	87.1	-69	84.1
chr13	39045533	39046533	66	90.9	28	90.2
chr13	39945528	39946528	-36	86.3	-438	84.4
chr13	52582078	52583078	-25	86.8	-399	82.1
chr13	55310554	55311554	49	89.2	218	88.9
chr13	57309853	57310853	34	89.9	-134	88.7
chr13	75842892	75843892	1	90.7	39	90.2
chr13	111854846	111855846	-2	97.5	-21	87.4
chr12	32625670	32626670	-95	90.7	-57	90.2
chr12	38836144	38837144	-2	90.7	36	90.2
chr12	68153357	68154357	9	95.0	205	86.8
chr12	86748308	86749308	15	94.7	-9	91.6
chr12	129141537	129142537	37	91.1	76	91.1
chr11	3611263	3612263	-67	87.8	145	80.6
chr11	26509961	26510961	5	94.7	-19	94.3
chr11	41644828	41645828	-25	94.7	-73	92.7
chr11	67214583	67215583	-14	95.8	5	79.8
chr11	79968881	79969881	4	94.7	-45	90.9
chr11	81696552	81697552	-18	94.7	120	90.7
chr11	84018727	84019727	-30	94.8	19	87.6
chr11	102972741	102973741	12	94.3	-258	77.9
chr11	119547903	119548903	69	96.7	153	83.7
chr11	127342191	127343191	41	84.1	260	78.4
chr11	128219261	128220261	-349	83.9	-2	81.6
chr10	83257413	83258413	-3	89.3	-105	84.4
chr10	114130376	114131376	-14	94.7	-232	90.6
chr17	5674995	5675995	-66	90.9	-18	90.3
chr17	45133795	45134795	8	90.4	-30	90.2
chr16	86546551	86547551	-2	93.6	49	82.1
chr15	31566712	31567712	-3	94.6	43	85.8
chr15	93203163	93204163	162	91.0	-387	86.4
chr14	43714737	43715737	25	94.7	-48	90.7
chr14	77027571	77028571	22	93.2	41	90.0
chr14	97977291	97978291	-1	94.4	-69	91.1
chr18	76716729	76717729	59	87.4	-69	87.4
chr22	26436402	26437402	-6	86.0	-19	78.0
chr22	35314155	35315155	10	94.3	-97	83.1
chr22	37570266	37571266	22	88.4	-140	83.6
chr22	48911403	48912403	26	98.2	-267	88.4
chr20	927923	928923	-18	95.7	84	86.5
chr20	55762052	55763052	-16	86.8	-157	84.3
chr21	43776496	43777496	-37	82.9	-136	80.5
chr7	16234091	16235091	19	85.5	-292	81.0
chr7	49581514	49582514	234	83.0	110	79.5
chr7	53072110	53073110	9	94.7	-39	92.7
chr7	154834181	154835181	-71	94.0	-105	84.9
chr6	31458617	31459617	-104	96.5	-58	78.6
chr6	38584039	38585039	-99	90.7	-148	87.5
chr6	154142261	154143261	-20	94.7	-68	90.1
chr6	168759660	168760660	-53	87.0	-35	86.3
chr5	33476850	33477850	17	95.3	-315	79.4
chr5	75127535	75128535	-46	86.5	399	84.2
chr5	87394831	87395831	2	91.1	-329	85.3
chr5	142531751	142532751	-24	87.6	-442	78.9
chr5	151014455	151015455	17	87.5	-50	87.5
chr5	166236261	166237261	42	94.7	299	91.5
chr5	175169341	175170341	-16	92.8	47	89.4
chr5	178086330	178087330	81	88.7	247	75.1
chr4	27722798	27723798	-31	93.5	-7	90.4
chr4	32717140	32718140	67	90.9	29	90.2
chr4	48464243	48465243	23	90.2	-354	84.3
chr4	53217463	53218463	1	96.1	-85	86.7
chr4	56419279	56420279	-34	94.8	91	89.6
chr4	115402383	115403383	-31	94.7	-7	92.7
chr4	145020266	145021266	31	96.2	65	89.8
chr4	152338094	152339094	-22	96.2	-118	93.2
chr4	158130130	158131130	-12	95.0	-60	94.7
chr4	166046187	166047187	56	90.9	265	87.1
chr4	167959214	167960214	-2	91.5	-265	82.2
chr4	179374629	179375629	0	94.7	-24	94.7
chr3	38800083	38801083	-473	89.5	-298	84.9
chr3	86331766	86332766	25	94.7	-23	92.7
chr3	104625240	104626240	6	94.7	-42	93.0
chr3	120331508	120332508	-64	84.6	-405	80.0
chr3	129098465	129099465	-93	95.0	-19	93.2
chr3	136871576	136872576	39	92.4	23	88.3
chr3	138626094	138627094	0	86.4	-373	78.6
chr3	149787711	149788711	-3	90.0	31	87.5
chr3	183936666	183937666	69	97.8	-414	85.8
chr3	190595371	190596371	21	92.4	-130	85.1
chr2	13281644	13282644	-14	91.4	348	75.3
chr2	23642167	23643167	405	91.9	114	85.2
chr2	25581381	25582381	-195	79.0	-85	78.6
chr2	53872979	53873979	-9	86.8	75	85.0
chr2	62610807	62611807	-99	93.4	-297	81.6
chr2	74906565	74907565	-2	98.0	324	83.2
chr2	121541057	121542057	-46	95.9	77	84.0
chr2	164766537	164767537	-10	94.7	-58	91.3
chr2	186337615	186338615	69	92.0	101	84.3
chr2	194320828	194321828	-38	90.7	-79	89.0
chr2	203000621	203001621	-10	93.0	15	90.7
chr2	204491280	204492280	-42	92.7	-86	85.0
chr2	206699213	206700213	21	94.4	-385	83.4
chr2	230567808	230568808	-54	93.2	175	77.9
chr2	234683691	234684691	47	94.3	82	88.0
chr1	30517935	30518935	-127	86.1	16	85.3
chr1	50007292	50008292	57	91.6	9	91.3
chr1	90212021	90213021	23	88.7	-447	85.1
chr1	101971089	101972089	8	94.7	-82	90.6
chr1	105249082	105250082	128	94.2	11	92.3
chr1	194390883	194391883	65	94.7	-1	87.5
chr1	236867662	236868662	-13	90.0	-58	81.6
chr9	17154260	17155260	6	95.0	-43	90.4
chr9	17293816	17294816	-4	94.7	40	92.7
chr9	18314718	18315718	-113	95.0	-64	90.4
chr9	73132646	73133646	-17	86.0	-380	80.3
chr9	80289036	80290036	-28	85.8	-1	78.8
chr9	88781066	88782066	-1	96.3	213	82.2
chr9	90176898	90177898	-19	94.6	-45	80.9
chr9	92094258	92095258	147	90.9	109	90.2
chr9	140976444	140977444	27	95.5	-29	88.6
chr8	77358946	77359946	54	90.7	16	90.2
chr8	144256799	144257799	-49	83.1	2	81.6
chr10	3707237	3708237	-64	86.5	378	80.4
chr10	74869651	74870651	-389	74.8	-36	74.6
chr2	20101406	20102406	92	80.3	40	77.1
chr1	120190220	120191220	106	86.6	146	79.0
chr1	154909258	154910258	-417	80.6	363	78.4
chr11	63993751	63994751	86	88.3	-41	78.9
chr16	53088922	53089922	11	89.2	467	79.9
chr16	85586504	85587504	284	77.8	407	77.7
chr19	36263584	36264584	66	88.3	-102	84.8
chr7	149416689	149417689	90	77.7	-221	77.7
chr5	133802080	133803080	71	92.3	-346	82.5
chr4	87855480	87856480	16	82.0	-482	81.3
chr3	43728417	43729417	201	89.6	261	84.1
chr1	154244484	154245484	173	79.2	-280	74.7
chr1	182303018	182304018	-5	90.3	-355	81.4
chr19	6736147	6737147	-413	87.0	89	76.4
chr13	92955027	92956027	370	85.7	-388	77.2
chr22	23408983	23409983	71	96.8	-150	87.1
chr7	650278	651278	235	79.4	-259	78.1
chr1	35971827	35972827	-212	87.4	404	78.7
chr1	38388076	38389076	9	82.0	376	78.0
chr9	114943122	114944122	0	79.8	190	78.6
chr19	19430772	19431772	189	88.8	37	83.0
chr10	75910389	75911389	391	87.7	0	83.3
chr19	49999069	50000069	10	83.6	175	74.1
chr13	108565496	108566496	14	86.7	451	76.9
chr11	32915381	32916381	256	79.8	297	79.3
chr11	66277628	66278628	399	84.8	367	82.0
chr10	72989516	72990516	-14	97.9	373	81.3
chr16	374235	375235	-13	80.5	-237	78.6
chr16	48645262	48646262	52	86.4	-147	81.6
chr4	52710458	52711458	91	76.3	20	75.6
chr3	15104645	15105645	39	95.9	99	86.5
chr3	101280133	101281133	-489	80.8	82	78.1
chr16	85646293	85647293	59	79.9	-38	79.2
chr7	36192169	36193169	494	79.0	-415	76.6
chr12	54120836	54121836	-337	87.2	-429	81.0
chr19	49416029	49417029	-227	79.3	427	78.7
chr18	60381990	60382990	318	84.4	-263	82.6
chr4	39528727	39529727	72	79.4	-282	73.6
chr1	23345345	23346345	-312	80.9	140	78.6
chr1	44445027	44446027	-131	81.4	-74	80.3
chr1	156698162	156699162	390	84.2	-287	72.5
chr16	33922392	33923392	-429	81.6	-373	78.9
chr22	20012540	20013540	50	84.0	135	81.7
chr11	17098796	17099796	114	81.2	-300	77.5
chr19	6515766	6516766	-226	76.6	-419	76.3
chr22	21993310	21994310	-70	96.0	-177	80.9
chr6	96024686	96025686	430	86.3	-402	81.8
chr19	14116086	14117086	21	95.4	492	77.4
chr19	14629017	14630017	-201	93.2	-36	91.1
chr19	50093066	50094066	-34	87.6	-314	81.6
chr11	82782495	82783495	67	78.4	-3	77.0
chrX	37849434	37850434	44	91.9	-7	81.8
chrX	44291625	44292625	-105	77.4	-467	77.1
chrX	47477568	47478568	19	90.8	402	77.8
chrX	48929266	48930266	-44	86.2	-4	85.9
chrX	61685172	61686172	157	81.1	-45	80.2
chrX	61757869	61758869	380	81.0	359	80.0
chrX	86837640	86838640	-29	90.4	-120	90.4
chrX	106727684	106728684	21	90.8	206	79.9
chrX	153541000	153542000	10	97.4	-261	81.9
chr13	38340286	38341286	12	92.7	129	78.0
chr13	60752717	60753717	1	97.9	-75	82.9
chr13	85937176	85938176	-10	92.7	-59	88.9
chr12	4361437	4362437	-27	86.7	-4	85.5
chr12	12915164	12916164	-10	95.9	-336	84.2
chr12	25432469	25433469	-1	97.0	36	88.5
chr12	28983121	28984121	53	82.9	141	81.2
chr12	41085659	41086659	10	95.9	63	79.2
chr12	51431501	51432501	-82	91.2	-210	74.4
chr12	64713026	64714026	-42	93.4	304	81.1
chr12	71116421	71117421	6	87.4	-53	81.5
chr12	88063951	88064951	-1	98.3	-37	96.2
chr12	105467031	105468031	-90	94.6	218	88.5
chr11	5275647	5276647	-23	84.6	-50	81.9
chr11	42832751	42833751	-12	100.0	-53	85.7
chr11	70907568	70908568	22	83.8	390	78.1
chr11	78357612	78358612	-28	90.8	-272	78.0
chr11	118521236	118522236	172	85.5	-75	80.5
chr10	3631145	3632145	-34	93.1	-493	79.8
chr10	15779153	15780153	50	91.9	-31	90.5
chr10	30452043	30453043	-239	88.9	-70	87.1
chr10	34071537	34072537	24	91.4	-125	84.7
chr10	69663272	69664272	-121	88.0	10	82.7
chr10	76545589	76546589	-3	96.2	-379	79.9
chr10	79377260	79378260	-173	91.3	6	90.8
chr10	83262808	83263808	24	93.0	-24	93.0
chr10	91011140	91012140	-3	99.7	-334	85.0
chr10	99826621	99827621	47	91.1	-22	90.2
chr10	111909425	111910425	17	85.3	-134	78.6
chr10	112182211	112183211	-85	84.2	281	83.5
chr10	122867744	122868744	-30	88.3	3	87.8
chr10	134271345	134272345	24	89.1	-390	86.2
chr17	7990744	7991744	-4	92.9	54	82.5
chr17	17356712	17357712	102	89.5	-200	83.4
chr17	17943187	17944187	107	91.0	-83	84.5
chr17	41850506	41851506	-10	96.2	-30	82.0
chr17	41979230	41980230	-460	82.5	50	78.8
chr17	45781070	45782070	-24	86.7	-187	81.4
chr17	74785222	74786222	287	88.0	205	84.7
chr17	74918845	74919845	337	86.0	-10	83.2
chr16	48762901	48763901	-51	93.2	-214	77.0
chr16	55704384	55705384	-144	99.6	-213	93.4
chr16	66251483	66252483	27	95.1	102	87.1
chr16	72794873	72795873	98	93.6	-107	77.7
chr16	73311951	73312951	158	90.7	268	90.6
chr16	84376394	84377394	129	92.7	115	82.1
chr16	88046871	88047871	0	98.3	-348	82.1
chr15	49230330	49231330	-45	89.9	394	89.1
chr15	68967978	68968978	44	96.0	-13	88.9
chr15	69829117	69830117	-8	94.0	49	85.6
chr15	90371638	90372638	77	95.4	-400	85.3
chr15	96411975	96412975	19	83.7	-63	80.6
chr14	71698166	71699166	-67	94.8	147	85.9
chr14	72216545	72217545	27	97.0	145	82.2
chr14	74725013	74726013	-12	88.4	62	84.3
chr14	94966346	94967346	-451	91.0	-4	88.4
chr19	8551043	8552043	-5	98.1	-443	81.7
chr18	7199017	7200017	78	92.9	291	80.6
chr18	44346879	44347879	-4	95.9	-491	81.6
chr18	52874311	52875311	34	91.1	-2	88.3
chr18	60324988	60325988	-16	91.2	-133	81.0
chr22	27953261	27954261	456	81.4	-31	77.8
chr22	29708627	29709627	47	94.3	-85	91.5
chr22	38030190	38031190	-114	78.9	-339	78.1
chr22	44348507	44349507	8	95.6	245	79.1
chr20	10045426	10046426	57	99.3	-10	86.3
chr20	17685224	17686224	-30	94.2	72	89.9
chr20	23815217	23816217	22	93.1	489	80.6
chr20	30755217	30756217	4	97.9	42	83.7
chr20	51887040	51888040	47	93.3	9	88.3
chr20	51979061	51980061	30	83.1	179	82.9
chr20	56766039	56767039	47	87.2	12	79.3
chr20	62165866	62166866	291	87.0	-250	79.4
chr7	26171451	26172451	463	82.2	-464	81.0
chr7	27105019	27106019	-10	96.5	164	85.4
chr7	55187835	55188835	-99	92.3	359	82.1
chr7	73913093	73914093	80	90.9	23	88.7
chr7	94293063	94294063	-2	94.1	-86	87.6
chr7	100137096	100138096	308	85.8	179	78.3
chr7	137531185	137532185	-16	100.0	431	83.1
chr7	149378050	149379050	-84	88.0	471	84.7
chr6	29795863	29796863	-18	87.0	137	82.1
chr6	111458590	111459590	-24	92.9	42	86.5
chr6	147863131	147864131	60	92.3	-457	81.2
chr6	167633241	167634241	-30	92.6	-89	92.6
chr5	693074	694074	18	89.5	-345	77.0
chr5	72756672	72757672	-53	96.1	-34	79.8
chr5	90506476	90507476	93	92.2	233	76.8
chr5	95046459	95047459	4	85.4	275	78.6
chr5	102476684	102477684	48	90.2	255	88.9
chr5	127333968	127334968	4	95.6	-355	85.3
chr5	131592747	131593747	22	84.6	-266	84.6
chr5	137333295	137334295	-372	86.3	-50	86.1
chr5	174612862	174613862	53	97.9	17	94.8
chr5	176147100	176148100	27	99.6	59	82.0
chr4	41832462	41833462	-61	93.2	427	81.9
chr4	48807171	48808171	-16	89.1	-69	78.1
chr4	53293278	53294278	14	94.6	231	75.5
chr4	54484286	54485286	50	91.7	125	81.5
chr4	55045871	55046871	-13	96.5	-159	83.7
chr4	76979672	76980672	15	93.9	33	86.8
chr4	84814970	84815970	-10	84.3	-383	83.4
chr4	113145829	113146829	42	93.2	210	79.8
chr4	137515522	137516522	-5	94.4	-29	92.7
chr4	140605237	140606237	0	91.3	296	80.9
chr4	150845060	150846060	-66	80.8	260	78.5
chr4	154531844	154532844	-34	94.8	-357	78.7
chr4	164110157	164111157	69	92.6	31	90.2
chr4	175452691	175453691	-16	89.9	124	76.8
chr3	11032059	11033059	-22	96.7	85	77.4
chr3	12482802	12483802	23	96.5	62	84.0
chr3	14806152	14807152	35	96.4	-146	80.3
chr3	14986322	14987322	-127	91.9	-341	86.6
chr3	39063499	39064499	42	94.0	-102	81.2
chr3	46527322	46528322	-372	83.6	-350	80.7
chr3	64952519	64953519	-11	89.5	-217	83.4
chr3	65125618	65126618	11	83.9	-446	83.9
chr3	151656331	151657331	226	92.7	-75	83.4
chr3	154915891	154916891	103	80.4	-322	78.8
chr2	10476838	10477838	-80	86.1	-55	78.1
chr2	12126712	12127712	-88	99.5	149	77.6
chr2	44106044	44107044	10	92.4	385	85.2
chr2	68581643	68582643	23	89.9	358	88.0
chr2	102396583	102397583	113	96.5	-300	95.1
chr2	134966083	134967083	392	83.8	-205	79.8
chr2	145178331	145179331	38	90.5	-10	86.1
chr2	197411966	197412966	66	94.8	402	80.0
chr2	207946465	207947465	8	92.3	452	87.2
chr2	217946176	217947176	24	94.8	480	83.9
chr2	234663537	234664537	11	96.3	441	83.9
chr1	2057460	2058460	70	90.5	-146	79.2
chr1	55072505	55073505	46	94.0	-306	79.6
chr1	90908659	90909659	-104	96.2	-178	93.2
chr1	101270882	101271882	58	94.6	-410	84.0
chr1	156548922	156549922	31	76.5	13	75.1
chr1	157527580	157528580	88	81.3	-450	79.8
chr1	159177288	159178288	15	94.6	-224	77.7
chr9	36036335	36037335	40	83.7	-181	83.6
chr9	115076436	115077436	-71	88.3	-431	79.5
chr9	134466008	134467008	43	86.8	-361	86.2
chr9	140626524	140627524	7	94.7	44	93.3
chr8	8645811	8646811	-5	88.8	37	80.4
chr8	94223736	94224736	95	85.1	30	84.9
chr8	125121035	125122035	43	83.2	-48	82.4
chr8	141208148	141209148	-10	96.1	260	81.4
chr11	34073379	34074379	35	86.8	-226	77.2
chr10	13747454	13748454	-312	85.3	48	84.1
chr10	61899978	61900978	-35	92.8	-158	80.0
chr10	99173265	99174265	71	93.5	50	86.1
chr10	103576926	103577926	-47	86.2	-313	77.8
chr17	30885995	30886995	-21	96.1	39	82.4
chr16	15666817	15667817	5	96.5	-229	82.7
chr16	67955922	67956922	8	88.2	272	79.3
chr16	88517631	88518631	-17	93.2	-194	81.4
chr19	35648299	35649299	14	95.8	-47	81.4
chr18	32906317	32907317	22	80.8	-22	80.8
chr22	23531679	23532679	84	95.6	304	78.2
chr22	46645649	46646649	72	79.5	484	77.5
chr20	47509797	47510797	-26	95.1	-488	93.3
chr21	44529434	44530434	36	94.8	129	78.8
chr7	139313885	139314885	-55	86.3	-8	80.8
chr6	144904074	144905074	-279	84.1	-448	81.6
chr5	154217091	154218091	-158	79.5	117	78.5
chr3	37270924	37271924	4	82.1	480	76.3
chr3	38198186	38199186	97	83.9	24	81.5
chr2	10273167	10274167	19	83.2	-424	77.8
chr2	74375980	74376980	9	93.6	-36	89.2
chr1	41342187	41343187	-48	89.0	-14	88.9
chr1	53600721	53601721	21	86.0	-67	78.5
chr1	224730252	224731252	-48	82.6	-99	82.6
chr9	100657930	100658930	-10	84.5	197	80.0
chr21	9826989	9827989	-392	82.6	72	77.3
chrX	40943322	40944322	-253	78.9	-184	78.0
chr11	64807794	64808794	30	85.5	-44	81.8
chr10	103577957	103578957	3	80.2	-181	74.7
chr1	146555415	146556415	1	80.7	-349	77.6
chrX	122350632	122351632	11	82.6	464	80.2
chr12	38028620	38029620	330	90.9	92	80.4
chr12	48950090	48951090	-339	83.7	-53	81.4
chr12	50435423	50436423	411	87.6	-6	82.7
chr12	95866586	95867586	-5	94.4	-232	84.0
chr11	439834	440834	-22	93.0	257	82.9
chr11	8932198	8933198	-20	84.0	288	80.9
chr11	44394248	44395248	-19	92.2	-390	83.5
chr11	117090333	117091333	-30	82.0	-365	77.2
chr10	22331210	22332210	-3	83.7	-277	78.4
chr17	7348413	7349413	-28	86.7	268	81.9
chr17	27467739	27468739	-17	93.8	330	82.6
chr16	8162797	8163797	37	96.5	56	79.8
chr16	19096621	19097621	-23	88.0	191	83.5
chr16	87267102	87268102	32	88.9	64	85.3
chr19	51773869	51774869	122	93.5	-62	89.9
chr19	53168515	53169515	-53	97.5	176	82.7
chr18	57594036	57595036	43	86.4	152	80.8
chr20	30307559	30308559	-405	84.2	-234	80.7
chr7	6271605	6272605	66	94.4	198	84.2
chr7	75944393	75945393	1	80.6	115	77.2
chr6	158675899	158676899	482	83.0	42	82.0
chr4	125632881	125633881	474	84.7	2	83.7
chr3	119216696	119217696	-44	82.1	-210	76.9
chr2	64996591	64997591	-338	86.8	-25	79.8
chr2	101823484	101824484	11	81.5	-31	78.6
chr2	145261379	145262379	-74	92.6	-350	81.7
chr1	15382749	15383749	-73	97.8	1	96.0
chr1	27717627	27718627	-116	81.0	-343	77.1
chr1	39297388	39298388	6	83.2	-205	82.0
chr1	53709541	53710541	14	93.4	196	77.8
chr1	112045434	112046434	15	94.5	-22	86.3
chr8	46854163	46855163	-227	87.2	62	85.0
chr12	27396611	27397611	-30	80.5	-358	78.1
chr12	102455390	102456390	-175	81.2	47	79.4
chr12	132380246	132381246	8	86.8	118	85.8
chr11	51569201	51570201	-121	79.6	323	76.5
chr11	64851153	64852153	176	82.9	-149	81.8
chr19	11494506	11495506	13	77.8	-397	73.4
chr22	40766130	40767130	37	82.8	0	82.0
chr7	106654875	106655875	-177	85.6	91	85.2
chr4	25161798	25162798	-283	82.4	-10	80.0
chr2	74153464	74154464	-185	89.1	-479	79.3
chr2	233414910	233415910	50	80.1	341	80.0
chrX	20339612	20340612	-44	92.4	5	88.2
chrX	23645467	23646467	-97	95.9	-446	80.3
chrX	39951961	39952961	-40	86.1	131	79.5
chrX	153711529	153712529	36	88.0	325	82.6
chr13	99462765	99463765	-64	94.8	-236	80.2
chr13	113776591	113777591	-38	86.7	305	82.9
chr12	92298578	92299578	19	94.6	-123	82.5
chr12	113863636	113864636	2	95.7	66	83.2
chr12	115061161	115062161	60	95.7	-8	90.1
chr12	127256561	127257561	43	94.2	122	79.9
chr11	61290966	61291966	2	96.5	457	82.8
chr11	65659352	65660352	-190	92.2	53	87.4
chr10	72150180	72151180	-24	96.2	315	87.2
chr17	18223005	18224005	19	90.3	-154	78.2
chr17	29911178	29912178	39	92.1	-2	91.3
chr17	32777629	32778629	424	80.6	-394	80.2
chr16	8537738	8538738	10	92.1	-457	87.3
chr16	13428442	13429442	36	88.7	85	85.6
chr16	23189722	23190722	139	91.8	79	91.0
chr16	50418308	50419308	53	92.5	27	88.3
chr16	57745170	57746170	39	96.1	-333	80.7
chr16	74261865	74262865	10	88.0	-101	75.7
chr15	35299306	35300306	-45	94.9	15	93.7
chr15	40099657	40100657	1	86.5	90	78.4
chr15	43024512	43025512	-200	81.2	-414	79.2
chr15	48652774	48653774	21	84.5	102	83.8
chr15	58976225	58977225	41	84.6	-2	83.8
chr15	70212833	70213833	50	99.8	16	86.8
chr14	76184938	76185938	19	88.1	-129	77.7
chr14	78512301	78513301	37	91.3	-434	90.1
chr19	12267072	12268072	38	94.3	-144	80.5
chr19	33143953	33144953	82	93.9	-418	79.9
chr19	35995498	35996498	-29	86.1	-217	86.0
chr19	36324658	36325658	-75	94.8	-431	77.9
chr18	2350904	2351904	-132	84.9	-326	83.0
chr18	46043003	46044003	22	89.5	-199	85.3
chr22	19605669	19606669	374	78.1	-391	77.9
chr22	32072415	32073415	-24	94.9	-235	77.3
chr22	37415259	37416259	6	87.1	473	85.1
chr20	55268886	55269886	-40	90.2	-1	86.2
chr21	35052858	35053858	17	90.1	-314	80.1
chr21	47547297	47548297	102	87.8	-120	81.7
chr7	1979731	1980731	13	83.5	-370	79.7
chr7	2051457	2052457	-19	94.9	-118	80.0
chr7	7980016	7981016	104	96.9	-470	76.8
chr7	25448787	25449787	27	88.3	446	81.9
chr7	91766498	91767498	28	92.5	9	82.6
chr7	132875177	132876177	9	93.7	-24	87.2
chr7	135912621	135913621	20	86.7	-444	77.7
chr6	13495154	13496154	-40	82.0	233	78.8
chr6	20227238	20228238	76	77.5	12	76.0
chr6	20403276	20404276	-444	79.3	16	77.0
chr6	26364903	26365903	-4	94.2	162	88.5
chr6	32976964	32977964	-30	96.1	286	77.5
chr6	40635734	40636734	-5	88.5	-29	84.9
chr6	84501388	84502388	-51	87.6	-419	80.9
chr6	87781156	87782156	36	94.3	-158	85.3
chr6	107712978	107713978	-142	87.4	31	86.1
chr6	109390425	109391425	-471	79.5	-206	79.3
chr6	139926028	139927028	-5	86.7	-41	83.3
chr6	161735893	161736893	-4	99.1	-43	91.8
chr5	33446641	33447641	-10	84.6	-486	82.2
chr5	126059018	126060018	58	91.2	82	86.3
chr5	134727564	134728564	346	88.3	43	86.9
chr5	138002469	138003469	-7	94.2	-395	82.1
chr4	13497986	13498986	-48	81.9	409	81.1
chr4	41916434	41917434	-53	83.7	9	83.6
chr4	41935784	41936784	13	96.6	-56	96.6
chr4	84693509	84694509	-19	93.3	71	86.2
chr4	169962885	169963885	-27	93.3	8	88.8
chr4	186877074	186878074	16	96.0	-156	76.1
chr3	128389667	128390667	-67	80.6	29	79.6
chr3	171232738	171233738	55	87.8	-149	76.7
chr2	54545540	54546540	-19	88.7	157	86.4
chr2	89173053	89174053	12	88.5	67	78.2
chr2	105280827	105281827	-16	94.2	-276	80.1
chr2	145310713	145311713	-19	90.0	-122	81.2
chr2	188506929	188507929	58	83.6	-36	76.6
chr1	15144614	15145614	27	96.5	-398	80.1
chr1	26050573	26051573	-23	98.5	380	84.1
chr1	30074734	30075734	-4	98.8	62	96.6
chr1	54383687	54384687	-9	96.2	-422	93.1
chr1	87301431	87302431	30	93.3	79	90.9
chr1	110963587	110964587	24	96.5	-174	85.0
chr1	201722307	201723307	-73	94.4	135	83.3
chr1	210055999	210056999	-37	92.0	340	76.4
chr9	131355047	131356047	-27	93.2	-363	79.9
chr8	10919876	10920876	-13	96.8	-299	94.8
chr8	28347331	28348331	57	96.0	-10	86.1
chr8	42330178	42331178	-233	84.3	-30	81.8
chr8	117851731	117852731	60	93.0	-189	84.3
chr8	118184185	118185185	171	81.0	54	79.6
chr8	126427806	126428806	-35	91.0	58	81.2
chr8	134201858	134202858	-32	94.9	146	80.5
chr12	120875349	120876349	-6	80.5	-24	75.8
chr7	12754866	12755866	-14	84.3	-267	80.4
chr7	91874807	91875807	41	78.9	22	77.6
chr4	120221694	120222694	-11	85.6	-101	81.1
chr2	55458941	55459941	138	80.8	-212	78.2
chr1	236444929	236445929	57	91.7	-353	77.0
chr12	49715409	49716409	-42	90.4	82	84.5
chr12	69818846	69819846	82	93.2	-439	85.3
chr12	71694687	71695687	74	90.4	-491	82.2
chr12	115587227	115588227	13	90.2	191	83.2
chr11	2423158	2424158	-21	89.2	-482	84.7
chr10	7302082	7303082	2	88.2	466	81.1
chr10	49862025	49863025	-7	97.6	-401	83.6
chr17	25790181	25791181	-5	91.2	483	79.7
chr17	54954343	54955343	-16	96.2	-186	80.2
chr17	73093318	73094318	-256	82.5	-380	81.6
chr16	2587404	2588404	0	93.9	-131	86.9
chr16	11442351	11443351	-42	90.5	-399	77.8
chr16	27733974	27734974	36	88.1	77	84.8
chr15	79670380	79671380	-470	82.2	149	79.5
chr15	89528850	89529850	-2	84.6	411	80.4
chr15	98536201	98537201	-174	85.5	421	83.5
chr22	19219898	19220898	-256	87.3	-120	80.7
chr22	39670198	39671198	0	90.7	-180	87.2
chr21	11186118	11187118	-212	84.5	-42	81.3
chr21	37884947	37885947	44	92.1	408	78.0
chr7	35075880	35076880	1	89.0	-57	74.8
chr7	104598793	104599793	-41	86.8	168	80.9
chr7	116918952	116919952	45	94.0	9	83.7
chr5	139031151	139032151	342	86.4	6	83.7
chr5	172184724	172185724	59	86.0	-94	81.3
chr4	1581566	1582566	-14	87.1	-77	81.1
chr4	89444482	89445482	-236	81.3	328	80.9
